"사업번호","구분코드","구분명","세부절차코드","세부절차명","일자","제목","상세내용"
"11350-100002007","","","156001","업체선정","20180526","",""
"11350-100002007","","","156002","계약(변경)","20070305","",""
"11350-100002007","","","156002","계약(변경)","20180601","",""
"11350-100002007","","","130006","구역지정(변경)고시 : 서울시","20090924","월계동신아파트 주택재건축 정비구역지정 및 지형도면 고시",""
"11350-100002007","","","160004","(변경)인가고시","20210617","",""
"11350-100002007","","","160005","(변경)인가","20210614","",""
"11350-100002007","","","160002","(변경)인가신청","20201207","",""
"11350-100002007","","","140003","(변경)승인신청","20061104","",""
"11350-100002007","","","140004","(변경)승인","20061204","",""
"11350-100002007","","","145001","업체선정","20170624","",""
"11350-100002007","","","145002","계약(변경)","20170626","",""
"11350-100002007","","","150002","(변경)인가신청","20170714","",""
"11350-100002007","","","150003","(변경)인가","20170810","",""
"11350-100002007","","","156001","업체선정","20070112","",""
"11350-100002006","","","170006","(변경)인가고시","20170406","",""
"11350-100002006","","","150003","(변경)인가","20141107","",""
"11350-100002006","","","150002","(변경)인가신청","20201015","",""
"11350-100002006","","","150002","(변경)인가신청","20181030","",""
"11350-100002006","","","150002","(변경)인가신청","20180214","",""
"11350-100002006","","","150002","(변경)인가신청","20170223","",""
"11350-100002006","","","150002","(변경)인가신청","20151102","",""
"11350-100002006","","","150002","(변경)인가신청","20141107","",""
"11350-100002006","","","145002","계약(변경)","20180501","",""
"11350-100002006","","","145002","계약(변경)","20160405","",""
"11350-100002006","","","145002","계약(변경)","20140218","",""
"11350-100002006","","","145001","업체선정","20131026","",""
"11350-100002006","","","140004","(변경)승인","20110411","",""
"11350-100002006","","","140004","(변경)승인","20100826","",""
"11350-100002006","","","140004","(변경)승인","20081230","",""
"11350-100002006","","","140004","(변경)승인","20070713","",""
"11350-100002006","","","140004","(변경)승인","20031230","",""
"11350-100002006","","","140003","(변경)승인신청","20110407","",""
"11350-100002006","","","140003","(변경)승인신청","20100826","",""
"11350-100002006","","","140003","(변경)승인신청","20081214","",""
"11350-100002006","","","140003","(변경)승인신청","20070702","",""
"11350-100002006","","","140003","(변경)승인신청","20031201","",""
"11350-100002006","","","150003","(변경)인가","20151130","",""
"11350-100002006","","","170005","(변경)인가신청","20180327","",""
"11350-100002006","","","170005","(변경)인가신청","20170224","",""
"11350-100002006","","","170003","총회개최","20170211","",""
"11350-100002006","","","160005","(변경)인가","20180209","",""
"11350-100002006","","","160005","(변경)인가","20160114","",""
"11350-100002006","","","160004","(변경)인가고시","20180213","",""
"11350-100002006","","","160004","(변경)인가고시","20160121","",""
"11350-100002006","","","160002","(변경)인가신청","20180209","",""
"11350-100002006","","","160002","(변경)인가신청","20151105","",""
"11350-100002006","","","160001","총회개최","20151024","",""
"11350-100002006","","","156002","계약(변경)","20170120","",""
"11350-100002006","","","156002","계약(변경)","20160404","",""
"11350-100002006","","","156002","계약(변경)","20131226","",""
"11350-100002006","","","156001","업체선정","20190413","",""
"11350-100002006","","","156001","업체선정","20131026","",""
"11350-100002006","","","155002","계약(변경)","20160809","",""
"11350-100002006","","","155001","업체선정","20160521","",""
"11350-100002006","","","150003","(변경)인가","20201030","",""
"11350-100002006","","","150003","(변경)인가","20181126","",""
"11350-100002006","","","150003","(변경)인가","20180328","",""
"11350-100002006","","","150003","(변경)인가","20170329","",""
"11350-100002006","","","210004","인가","20201125","",""
"11350-100002006","","","210003","인가고시","20201126","",""
"11350-100002006","","","190002","착공신고","20180525","",""
"11350-100002006","","","170007","(변경)인가","20180413","",""
"11350-100002006","","","170007","(변경)인가","20170331","",""
"11350-100002006","","","170006","(변경)인가고시","20180419","",""
"11350-100002005","","","145001","업체선정","20141120","",""
"11350-100002005","","","145002","계약(변경)","20060615","",""
"11350-100002005","","","145002","계약(변경)","20141121","",""
"11350-100002005","","","150002","(변경)인가신청","20060518","",""
"11350-100002005","","","150002","(변경)인가신청","20170104","",""
"11350-100002005","","","150003","(변경)인가","20060612","",""
"11350-100002005","","","150003","(변경)인가","20170220","",""
"11350-100002005","","","155001","업체선정","20061101","",""
"11350-100002005","","","155001","업체선정","20160304","",""
"11350-100002005","","","155002","계약(변경)","20061101","",""
"11350-100002005","","","155002","계약(변경)","20160321","",""
"11350-100002005","","","156001","업체선정","20060615","",""
"11350-100002005","","","156001","업체선정","20141120","",""
"11350-100002005","","","156002","계약(변경)","20060615","",""
"11350-100002005","","","156002","계약(변경)","20141203","",""
"11350-100002005","","","130006","구역지정(변경)고시 : 서울시","20060316","월계동주택재건축정비사업 구역 고시문",""
"11350-100002005","","","130006","구역지정(변경)고시 : 서울시","20060911","사업시행인가고시",""
"11350-100002005","","","140003","(변경)승인신청","20060306","",""
"11350-100002005","","","140004","(변경)승인","20060404","",""
"11350-100002005","","","140004","(변경)승인","20060404","",""
"11350-100002005","","","145001","업체선정","20060615","",""
"11350-100002002","","","150003","(변경)인가","20080808","",""
"11350-100002002","","","150003","(변경)인가","20080808","",""
"11350-100002002","","","150002","(변경)인가신청","20190522","",""
"11350-100002002","","","150002","(변경)인가신청","20190502","",""
"11350-100002002","","","150002","(변경)인가신청","20180705","",""
"11350-100002002","","","150002","(변경)인가신청","20180111","",""
"11350-100002002","","","150002","(변경)인가신청","20160727","",""
"11350-100002002","","","150002","(변경)인가신청","20160526","",""
"11350-100002002","","","150002","(변경)인가신청","20160315","",""
"11350-100002002","","","150002","(변경)인가신청","20160225","",""
"11350-100002002","","","150002","(변경)인가신청","20150709","",""
"11350-100002002","","","150002","(변경)인가신청","20141211","",""
"11350-100002002","","","150002","(변경)인가신청","20120519","",""
"11350-100002002","","","150002","(변경)인가신청","20080808","",""
"11350-100002002","","","150002","(변경)인가신청","20080808","",""
"11350-100002002","","","150002","(변경)인가신청","20080808","",""
"11350-100002002","","","150001","총회개최","20080531","창립총회",""
"11350-100002002","","","145002","계약(변경)","20210201","",""
"11350-100002002","","","145002","계약(변경)","20201127","",""
"11350-100002002","","","145002","계약(변경)","20200312","",""
"11350-100002002","","","145002","계약(변경)","20191008","",""
"11350-100002002","","","145002","계약(변경)","20180503","",""
"11350-100002002","","","145002","계약(변경)","20171208","",""
"11350-100002002","","","145002","계약(변경)","20160629","",""
"11350-100002002","","","145002","계약(변경)","20160307","",""
"11350-100002002","","","145002","계약(변경)","20150710","",""
"11350-100002002","","","145002","계약(변경)","20100322","",""
"11350-100002002","","","145002","계약(변경)","20060809","",""
"11350-100002002","","","145001","업체선정","20210414","",""
"11350-100002002","","","145001","업체선정","20201216","",""
"11350-100002002","","","230001","이전고시","20200820","이전고시 완료",""
"11350-100002002","","","210004","인가","20200130","",""
"11350-100002002","","","210003","인가고시","20200130","",""
"11350-100002002","","","210002","인가신청","20200130","준공인가완료",""
"11350-100002002","","","210001","준공인가전 사용허가","20191107","",""
"11350-100002002","","","200003","일반분양공고","20170629","일반분양 입주자모집공고","인덕아이파크(월계633번지 일대) 지하2층~지상30층 583세대 2017-06-29 ~ 2017-07-02 모집공고일 : 2017.06.29 당첨자발표일 : 2017.07.14 계   약  일 : 2017.07.19.~2017.07.21. 청약접수일 및 전입제한일  구분 청약접수일 특별공급 2017.07.04 1순위(서울) 2017.07.05 1순위(기타) 2017.07.06 2순위 2017.07.07"
"11350-100002002","","","200002","일반분양승인","20170628","일반분양 입주자모집공고 승인","인덕아이파크(월계633번지 일대) 지하2층~지상30층 583세대"
"11350-100002002","","","200001","입주자모집 승인신청","20170623","일반분양 입주자모집 승인신청","인덕아이파크(월계633번지 일대) 지하2층~지상30층 583세대"
"11350-100002002","","","190002","착공신고","20170412","",""
"11350-100002002","","","190001","착공연기신고","20170412","착공신고",""
"11350-100002002","","","180002","철거완료","20170331","철거-멸실완료",""
"11350-100002002","","","180001","철거신고","20160715","철거-멸실현황",""
"11350-100002002","","","179002","이주완료","20170110","이주완료",""
"11350-100002002","","","179001","이주개시","20150815","이주공고","이주비 신청 및 이주계획서 제출 구비서류 : 이주 안내문을 참조하시기 바랍니다.   미 이주자에 대한 조치"
"11350-100002002","","","170007","(변경)인가","20210715","",""
"11350-100002002","","","170007","(변경)인가","20200427","",""
"11350-100002002","","","170007","(변경)인가","20181018","",""
"11350-100002002","","","170007","(변경)인가","20160526","",""
"11350-100002002","","","170007","(변경)인가","20160526","",""
"11350-100002002","","","170007","(변경)인가","20150730","",""
"11350-100002002","","","170007","(변경)인가","20121231","관리처분인가 통지",""
"11350-100002002","","","170006","(변경)인가고시","20210715","",""
"11350-100002002","","","170006","(변경)인가고시","20200527","",""
"11350-100002002","","","170006","(변경)인가고시","20181025","",""
"11350-100002002","","","170006","(변경)인가고시","20160526","",""
"11350-100002002","","","170006","(변경)인가고시","20160519","월계2주택재건축정비사업 관리처분계획(변경) 인가서","월계2주택재건축정비사업 노원구 월계동 633-31번지 일대 43303.00제곱미터 관리처분 변경인가 고시 제2016-46호 인가고시문"
"11350-100002002","","","170006","(변경)인가고시","20150730","관리처분계획변경인가서","노원구보 제1532호"
"11350-100002002","","","170006","(변경)인가고시","20130103","월계2주택 관리처분 인가고시","노원구보 제1373호"
"11350-100002002","","","170005","(변경)인가신청","20210528","",""
"11350-100002002","","","170005","(변경)인가신청","20200417","",""
"11350-100002002","","","170005","(변경)인가신청","20180903","",""
"11350-100002002","","","170005","(변경)인가신청","20160520","",""
"11350-100002002","","","170005","(변경)인가신청","20160415","월계2주택재건축정비사업 관리처분계획(변경) 인가서",""
"11350-100002002","","","170005","(변경)인가신청","20150704","관리처분계획변경인가서","(1) 제1호 안건 : 기 수행업무 추인의 건 (2) 제2호 안건 : 시공사 선정 및 도급계약 체결 이사회 위임의 건 (3) 제3호 안건 : 관리처분계획 변경(안) 의결의 건 (4) 제4호 안건 : 2015년 조합운영비 예산(안) 및 사업비 예산(안) 의결의 건 (5) 제5호 안건 : 현금청산 대상자 정비사업비 부담의 건 (6) 제6호 안건 : 조합정관 변경(안) 결의의 건 (7) 제7호 안건 : 미분양신청자에 대한 분양신청기회 철회의 건 (8) 제8호 안건 : 정비사업전문관리업체 선정 및 계약체결 이사회 위임의 건"
"11350-100002002","","","170005","(변경)인가신청","20121113","관리처분인가 신청",""
"11350-100002002","","","170003","총회개최","20160409","관리처분계획 변경을 위한 총회","(1) 제1호 안건 : 기 수행업무 추인(의결)의 건 (2) 제2호 안건 : 관리처분계획 변경(안) 의결의 건 (3) 제3호 안건 : 2016년 조합운영비 예산(안) 및 사업비 예산(안) 의결의 건 (4) 제4호 안건 : 조합정관 변경(안) 결의의 건 (5) 제5호 안건 : 미분양신청자에 대한 분양신청기회 부여의 건 (6) 제6호 안건 : 자금의 차입과 그 방법？이율 및 상황방법 의결의 건 (7) 제7호 안건 : 종교용지 처분의 건"
"11350-100002002","","","170003","총회개최","20121027","임시총회(관리처분계획)","제 1호 안건 조합수행업무 추인의 건 제 2호 안건 공사 도급계약서(안) 승인의 건 제 3호 안건 관리처분계획(안) 승인의 건 제 4호 안건 조합설립변경？조합정관 변경의 건 제 5호 안건 조합예산(사업비) 추가 의결의 건  제 6호 안건 자금의 차입과 그 방법 이율 및 상환방법에 관한 건 제 7호 안건 분양보증 약정 체결 승인의 건 제 8호 안건 철거 및 멸실 의결의 건 제 9호 안건 정비사업비 부과 ？ 징수 결의의 건 제 10호 안건 이주 ？ 신탁등기 및 현금청산 등 지급의 건 제 11호 안건 협력업체 선정의 건 제 12호 안건 총회 결의사항 대의원회 위임의 건 제 13호 안건 사업계획 변경의 건 제 14호 안건 사업계획변경에 따른 용역계약 변경 체결의 건"
"11350-100002002","","","170002","분양신청","20110926","분양신청","-. 추가분양신청 기간 : 2011' 11/14 ~ 12/2 -. 상가분양 추가신청기간 : 2012' 9/14 ~ 9/21"
"11350-100002002","","","170001","분양신청의 통지/공고","20110916","조합원분양신청공고","-. 추가분양신청 공고 : 2011' 11/14 -. 상가분양 추가신청공고 : 2012' 9/11"
"11350-100002002","","","160005","(변경)인가","20191017","",""
"11350-100002002","","","160005","(변경)인가","20181212","",""
"11350-100002002","","","160005","(변경)인가","20180326","",""
"11350-100002002","","","160005","(변경)인가","20170222","",""
"11350-100002002","","","160005","(변경)인가","20131015","",""
"11350-100002002","","","160005","(변경)인가","20110819","",""
"11350-100002002","","","160004","(변경)인가고시","20191017","",""
"11350-100002002","","","160004","(변경)인가고시","20181212","",""
"11350-100002002","","","160004","(변경)인가고시","20180326","",""
"11350-100002002","","","160004","(변경)인가고시","20170223","월계2주택재건축 사업시행(경미한) 변경신고 처리알림",""
"11350-100002002","","","160004","(변경)인가고시","20131017","사업시행변경인가서","노원구보1417호"
"11350-100002002","","","160004","(변경)인가고시","20110825","","노원구보1279호"
"11350-100002002","","","160002","(변경)인가신청","20190926","",""
"11350-100002002","","","160002","(변경)인가신청","20181031","",""
"11350-100002002","","","160002","(변경)인가신청","20180323","",""
"11350-100002002","","","160002","(변경)인가신청","20170221","",""
"11350-100002002","","","160002","(변경)인가신청","20130709","",""
"11350-100002002","","","160002","(변경)인가신청","20110429","",""
"11350-100002002","","","160001","총회개최","20110416","정기총회",""
"11350-100002002","","","157002","계약(변경)","20170531","",""
"11350-100002002","","","157002","계약(변경)","20170207","",""
"11350-100002002","","","157001","업체선정","20170531","",""
"11350-100002002","","","157001","업체선정","20170206","",""
"11350-100002002","","","157001","업체선정","20160804","",""
"11350-100002002","","","156002","계약(변경)","20180509","",""
"11350-100002002","","","156002","계약(변경)","20161101","",""
"11350-100002002","","","156002","계약(변경)","20121114","","사업변경1차 설계용역(추가)계약"
"11350-100002002","","","156002","계약(변경)","20090629","",""
"11350-100002002","","","156002","계약(변경)","20060809","",""
"11350-100002002","","","156002","계약(변경)","20060809","",""
"11350-100002002","","","156001","업체선정","20180330","",""
"11350-100002002","","","156001","업체선정","20161101","",""
"11350-100002002","","","156001","업체선정","20090411","",""
"11350-100002002","","","156001","업체선정","20060629","",""
"11350-100002002","","","155002","계약(변경)","20210112","",""
"11350-100002002","","","155002","계약(변경)","20150710","",""
"11350-100002002","","","155002","계약(변경)","20121027","","본계약"
"11350-100002002","","","155002","계약(변경)","20091215","","가계약"
"11350-100002002","","","155001","업체선정","20150704","",""
"11350-100002002","","","155001","업체선정","20121027","",""
"11350-100002002","","","155001","업체선정","20090411","",""
"11350-100002002","","","150003","(변경)인가","20190523","",""
"11350-100002002","","","150003","(변경)인가","20190510","",""
"11350-100002002","","","150003","(변경)인가","20180705","",""
"11350-100002002","","","150003","(변경)인가","20180111","",""
"11350-100002002","","","150003","(변경)인가","20160804","",""
"11350-100002002","","","150003","(변경)인가","20160623","",""
"11350-100002002","","","150003","(변경)인가","20160404","",""
"11350-100002002","","","150003","(변경)인가","20160226","",""
"11350-100002002","","","150003","(변경)인가","20150715","",""
"11350-100002002","","","150003","(변경)인가","20150108","",""
"11350-100002002","","","150003","(변경)인가","20121221","",""
"11350-100002002","","","150003","(변경)인가","20110531","",""
"11350-100002002","","","145001","업체선정","20201216","",""
"11350-100002002","","","145001","업체선정","20201127","",""
"11350-100002002","","","145001","업체선정","20200312","",""
"11350-100002002","","","145001","업체선정","20191230","",""
"11350-100002002","","","145001","업체선정","20191007","",""
"11350-100002002","","","145001","업체선정","20180503","",""
"11350-100002002","","","145001","업체선정","20171115","",""
"11350-100002002","","","145001","업체선정","20160609","",""
"11350-100002002","","","145001","업체선정","20150710","",""
"11350-100002002","","","145001","업체선정","20091226","",""
"11350-100002002","","","145001","업체선정","20060629","",""
"11350-100002002","","","140004","(변경)승인","20060602","",""
"11350-100002002","","","140004","(변경)승인","20060602","",""
"11350-100002002","","","140003","(변경)승인신청","20060511","",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20150618","서울특별시 정비사업 조합 등 행정업무규정 개정 고시 알림 및 시행통보",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20150507","서울특별시 정비사업 표준선거관리규정 제정고시 알림 및 시행통보",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20150323","서울시 조합 등 표준 예산*회계규정 개정고시 알림 및 시행통보",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20150310","서울시 조합 등 예산회계규정 제정고시 알림 및 시행통보",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20141126","서울특별시 공공관리 정비사업 전문관리업자(설계자시공자) 선정기준 개정고시 알림 및 시행철저",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20140801","표준행정 업무규정 제정고시 알림 및 시행통보",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20140619","서울시 조합 등 예산회계규정 제정고시 알림 ？ 시행통보",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20131017","월계2 주택재건축정비사업 사업시행 변경인가 고시",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20130131","월계2 주택재건축 정비계획(경미한) 변경결정 및 지형도면 고시",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20130103","월계2 주택재건축사업 관리처분 계획 인가 고시",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20110825","월계2 주택재건축정비사업 사업시행인가 고시",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20090326","월계2 주택재건축 정비구역 변경지정 및 지형도면 고시 ",""
"11350-100002002","","","130006","구역지정(변경)고시 : 서울시","20080306","정비구역지정",""
"11350-100002002","","","110002","기본계획수립(변경)고시 : 서울시","20060323","기본계획수립",""
"11350-100002001","","","156002","계약(변경)","20180508","",""
"11350-100002001","","","190002","착공신고","20190304","",""
"11350-100002001","","","170007","(변경)인가","20190129","",""
"11350-100002001","","","170007","(변경)인가","20170526","",""
"11350-100002001","","","170006","(변경)인가고시","20190131","",""
"11350-100002001","","","170006","(변경)인가고시","20170601","",""
"11350-100002001","","","170005","(변경)인가신청","20181121","",""
"11350-100002001","","","170005","(변경)인가신청","20170417","",""
"11350-100002001","","","160005","(변경)인가","20200416","",""
"11350-100002001","","","160005","(변경)인가","20190123","",""
"11350-100002001","","","160005","(변경)인가","20180720","",""
"11350-100002001","","","160005","(변경)인가","20160701","",""
"11350-100002001","","","160005","(변경)인가","20081009","",""
"11350-100002001","","","160004","(변경)인가고시","20200416","",""
"11350-100002001","","","160004","(변경)인가고시","20190123","",""
"11350-100002001","","","160004","(변경)인가고시","20180726","",""
"11350-100002001","","","160004","(변경)인가고시","20160707","",""
"11350-100002001","","","160004","(변경)인가고시","20081010","",""
"11350-100002001","","","160002","(변경)인가신청","20200205","",""
"11350-100002001","","","160002","(변경)인가신청","20181217","",""
"11350-100002001","","","160002","(변경)인가신청","20180516","",""
"11350-100002001","","","160002","(변경)인가신청","20160401","",""
"11350-100002001","","","160002","(변경)인가신청","20080910","",""
"11350-100002001","","","156002","계약(변경)","20201006","",""
"11350-100002001","","","145001","업체선정","20100105","",""
"11350-100002001","","","145001","업체선정","20030514","",""
"11350-100002001","","","140004","(변경)승인","20031223","",""
"11350-100002001","","","140004","(변경)승인","20031223","",""
"11350-100002001","","","140003","(변경)승인신청","20040109","",""
"11350-100002001","","","140003","(변경)승인신청","20030822","",""
"11350-100002001","","","130006","구역지정(변경)고시 : 서울시","20130328","서울시고시 제2013-96호 공릉1 주택재건축 정비구역 및 정비계획 변경 지형도면 고시",""
"11350-100002001","","","130006","구역지정(변경)고시 : 서울시","20080807","[서울시 고시] 제2008-46호 공릉1 주택재건축정비구역 변경 지정 및 지형도면 작성(노원구)",""
"11350-100002001","","","130006","구역지정(변경)고시 : 서울시","20080205","서울시고시 제2008-37호 공릉1 주택재건축 정비구역 변경 지정 및 지형도면작성",""
"11350-100002001","","","130006","구역지정(변경)고시 : 서울시","20050205","[서울시 고시] 제2005-35호 태릉현대아파트주택재건축정비구역지정",""
"11350-100002001","","","130004","주민공람공고 : 자치구","20130225"," 공릉1주택재건축 정비구역 및 정비계획 변경을 위한 공람 공고",""
"11350-100002001","","","130004","주민공람공고 : 자치구","20071227","태릉현대아파트 주택재건축 정비구역지정(정비계획)변경 (안) 공람공고 통보",""
"11350-100002001","","","156002","계약(변경)","20070702","",""
"11350-100002001","","","156002","계약(변경)","20030731","",""
"11350-100002001","","","156001","업체선정","20191125","",""
"11350-100002001","","","156001","업체선정","20100425","",""
"11350-100002001","","","156001","업체선정","20070702","",""
"11350-100002001","","","156001","업체선정","20030731","",""
"11350-100002001","","","155002","계약(변경)","20210810","",""
"11350-100002001","","","155002","계약(변경)","20190128","",""
"11350-100002001","","","155002","계약(변경)","20140919","",""
"11350-100002001","","","155001","업체선정","20140621","",""
"11350-100002001","","","150003","(변경)인가","20210107","",""
"11350-100002001","","","150003","(변경)인가","20201111","",""
"11350-100002001","","","150003","(변경)인가","20180704","",""
"11350-100002001","","","150003","(변경)인가","20170522","",""
"11350-100002001","","","150003","(변경)인가","20161012","",""
"11350-100002001","","","150003","(변경)인가","20160418","",""
"11350-100002001","","","150003","(변경)인가","20160225","",""
"11350-100002001","","","150003","(변경)인가","20151203","",""
"11350-100002001","","","150003","(변경)인가","20150812","",""
"11350-100002001","","","150003","(변경)인가","20150625","",""
"11350-100002001","","","150003","(변경)인가","20140811","",""
"11350-100002001","","","150003","(변경)인가","20130416","",""
"11350-100002001","","","150003","(변경)인가","20120510","",""
"11350-100002001","","","150003","(변경)인가","20111012","",""
"11350-100002001","","","150003","(변경)인가","20110601","",""
"11350-100002001","","","150003","(변경)인가","20101108","",""
"11350-100002001","","","150003","(변경)인가","20070131","",""
"11350-100002001","","","150002","(변경)인가신청","20201221","",""
"11350-100002001","","","150002","(변경)인가신청","20201104","",""
"11350-100002001","","","150002","(변경)인가신청","20180516","",""
"11350-100002001","","","150002","(변경)인가신청","20170414","",""
"11350-100002001","","","150002","(변경)인가신청","20160930","",""
"11350-100002001","","","150002","(변경)인가신청","20160328","",""
"11350-100002001","","","150002","(변경)인가신청","20160205","",""
"11350-100002001","","","150002","(변경)인가신청","20151117","",""
"11350-100002001","","","150002","(변경)인가신청","20150730","",""
"11350-100002001","","","150002","(변경)인가신청","20150603","",""
"11350-100002001","","","150002","(변경)인가신청","20140708","",""
"11350-100002001","","","150002","(변경)인가신청","20130328","",""
"11350-100002001","","","150002","(변경)인가신청","20120420","",""
"11350-100002001","","","150002","(변경)인가신청","20110927","",""
"11350-100002001","","","150002","(변경)인가신청","20110426","",""
"11350-100002001","","","150002","(변경)인가신청","20070131","",""
"11350-100002001","","","150002","(변경)인가신청","20070108","",""
"11350-100002001","","","145002","계약(변경)","20191007","",""
"11350-100002001","","","145002","계약(변경)","20180717","",""
"11350-100002001","","","145002","계약(변경)","20130326","",""
"11350-100002001","","","145002","계약(변경)","20100727","",""
"11350-100002001","","","145002","계약(변경)","20100105","",""
"11350-100002001","","","145002","계약(변경)","20030514","",""
"11350-100002001","","","145001","업체선정","20190612","",""
"11350-100002001","","","145001","업체선정","20150314","",""
"11350-100002001","","","145001","업체선정","20130223","",""
"11350-100002001","","","145001","업체선정","20100727","",""
"11320-900000625","","","150003","(변경)인가","20040909","",""
"11320-900000625","","","155002","계약(변경)","20151106","",""
"11320-900000625","","","155001","업체선정","20151024","",""
"11320-900000625","","","150003","(변경)인가","20181025","",""
"11320-900000625","","","170007","(변경)인가","20170602","",""
"11320-900000625","","","170006","(변경)인가고시","20170608","",""
"11320-900000625","","","150002","(변경)인가신청","20181025","",""
"11320-900000625","","","170005","(변경)인가신청","20170508","",""
"11320-900000625","","","160005","(변경)인가","20131010","",""
"11320-900000625","","","160004","(변경)인가고시","20131011","",""
"11320-900000625","","","160002","(변경)인가신청","20131001","",""
"11320-900000625","","","150002","(변경)인가신청","20040825","",""
"11320-900000484","","","156001","업체선정","20130726","",""
"11320-900000484","","","160004","(변경)인가고시","20150205","",""
"11320-900000484","","","160002","(변경)인가신청","20141212","",""
"11320-900000484","","","156002","계약(변경)","20131127","",""
"11320-900000484","","","155001","업체선정","20140904","",""
"11320-900000484","","","150003","(변경)인가","20121125","",""
"11320-900000484","","","150002","(변경)인가신청","20121125","",""
"11320-900000484","","","150001","총회개최","20121125","창립총회",""
"11320-900000484","","","140004","(변경)승인","20120418","",""
"11320-900000484","","","140003","(변경)승인신청","20120405","",""
"11320-900000484","","","140002","동의서징구","20111230","성삼빌라 소유권자 50/96이상 동의서 징구",""
"11320-900000484","","","140001","추진위원회구성(선출)","20111111","재건축추진위원회 발의",""
"11320-100003001","","","140003","(변경)승인신청","20060630","",""
"11320-100003001","","","230001","이전고시","20140529","",""
"11320-100003001","","","210001","준공인가전 사용허가","20130926","",""
"11320-100003001","","","190002","착공신고","20110602","",""
"11320-100003001","","","170006","(변경)인가고시","20140403","",""
"11320-100003001","","","170005","(변경)인가신청","20140403","",""
"11320-100003001","","","170005","(변경)인가신청","20120305","",""
"11320-100003001","","","170005","(변경)인가신청","20110605","",""
"11320-100003001","","","170005","(변경)인가신청","20100902","",""
"11320-100003001","","","160004","(변경)인가고시","20140321","",""
"11320-100003001","","","160004","(변경)인가고시","20130906","",""
"11320-100003001","","","160004","(변경)인가고시","20121126","",""
"11320-100003001","","","160004","(변경)인가고시","20110601","",""
"11320-100003001","","","160002","(변경)인가신청","20140321","",""
"11320-100003001","","","160002","(변경)인가신청","20130906","",""
"11320-100003001","","","160002","(변경)인가신청","20121126","",""
"11320-100003001","","","160002","(변경)인가신청","20110601","",""
"11320-100003001","","","157002","계약(변경)","20110514","",""
"11320-100003001","","","157002","계약(변경)","20090508","",""
"11320-100003001","","","157002","계약(변경)","20090508","",""
"11320-100003001","","","157002","계약(변경)","20080227","",""
"11320-100003001","","","157001","업체선정","20090508","",""
"11320-100003001","","","157001","업체선정","20090508","",""
"11320-100003001","","","157001","업체선정","20080227","",""
"11320-100003001","","","156002","계약(변경)","20090115","",""
"11320-100003001","","","156002","계약(변경)","20080118","",""
"11320-100003001","","","156002","계약(변경)","20051216","",""
"11320-100003001","","","156001","업체선정","20090115","",""
"11320-100003001","","","156001","업체선정","20070616","",""
"11320-100003001","","","156001","업체선정","20070616","",""
"11320-100003001","","","156001","업체선정","20051216","",""
"11320-100003001","","","155002","계약(변경)","20130930","",""
"11320-100003001","","","155002","계약(변경)","20090311","",""
"11320-100003001","","","155001","업체선정","20090311","",""
"11320-100003001","","","150003","(변경)인가","20120402","",""
"11320-100003001","","","150003","(변경)인가","20110726","",""
"11320-100003001","","","150003","(변경)인가","20100727","",""
"11320-100003001","","","150003","(변경)인가","20100419","",""
"11320-100003001","","","150003","(변경)인가","20080228","",""
"11320-100003001","","","150003","(변경)인가","20071030","",""
"11320-100003001","","","150003","(변경)인가","20071030","",""
"11320-100003001","","","150002","(변경)인가신청","20120402","",""
"11320-100003001","","","150002","(변경)인가신청","20110726","",""
"11320-100003001","","","150002","(변경)인가신청","20100715","",""
"11320-100003001","","","150002","(변경)인가신청","20100406","",""
"11320-100003001","","","150002","(변경)인가신청","20080218","",""
"11320-100003001","","","145002","계약(변경)","20050530","",""
"11320-100003001","","","145002","계약(변경)","20050330","",""
"11320-100003001","","","145001","업체선정","20130913","",""
"11320-100003001","","","145001","업체선정","20100710","",""
"11320-100003001","","","145001","업체선정","20050530","",""
"11320-100003001","","","145001","업체선정","20050330","",""
"11320-100003001","","","140004","(변경)승인","20050719","",""
"11320-100003001","","","140004","(변경)승인","20050719","",""
"11320-100003000","","","150002","(변경)인가신청","20170703","",""
"11320-100003000","","","170004","총회관련서류 공람공고 및 의견청취","20201109","","2020-10-07~2020-11-09"
"11320-100003000","","","170003","총회개최","20201031","",""
"11320-100003000","","","170002","분양신청","20200302","분양신청접수",""
"11320-100003000","","","170001","분양신청의 통지/공고","20200226","분양신청공고",""
"11320-100003000","","","160004","(변경)인가고시","20101025","",""
"11320-100003000","","","160004","(변경)인가고시","20090303","",""
"11320-100003000","","","160004","(변경)인가고시","20070830","",""
"11320-100003000","","","160004","(변경)인가고시","20070420","",""
